customer_tweet_id,previous_context,customer_message,apple_reply,intent,escalate,label_reason,auto_intent_number,auto_intent,auto_escalate,auto_label_reason,review_status,confidence,predicted_intent,prediction_confidence,keyword_prediction,majority_prediction,actual_escalation,predicted_escalation,escalation_reason
1449294,,2 Apple techs independently agreed my Apple Watch repair should be under warranty but @AppleSupport still won’t fix it  🤔,"@456305 Hey, we want to hear more about what's going on. DM us more details and we'll look into this together. https://t.co/GDrqU22YpT",hardware_repair,yes,Warranty repair dispute requiring human/service intervention.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",HUMAN_REVIEWED,high,hardware_repair,0.5776633014229775,hardware_repair,settings_features,True,True,"Hardware/service issue may require physical inspection, repair, replacement, or warranty intervention."
1770323,,"with my 280 characters i’d like to get on apples ass about why all my fucking i’s in normal sentences look like this : i️ ,, please explain to me why y’all haven’t fixed this shit already. i’m an angry gal apple. i’m gonna switch to a heckin android if you don’t step UP. @115858",@532201 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,settings_features,no,"Keyboard/text input behavior issue; no account, payment, hardware, or other high-risk intervention is required.",6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,apps_media,0.21314928434268066,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2077269,,"OMFG @115858 #icloud is terrible 😡 not only does it not work, but when it does you have to upload to it then wait for it to download then 1/2","@614358 Thanks for reaching out, we’d be happy to help! Let us know more about the issues you're experiencing in DM to proceed. https://t.co/GDrqU22YpT",account_icloud,no,Customer is reporting an iCloud functionality problem; no high-risk account intervention is explicitly requested.,7,account_icloud,no,"Customer is reporting an Apple ID, iCloud, account, or storage-plan issue.",HUMAN_REVIEWED,high,account_icloud,0.27046567475964256,account_icloud,settings_features,False,False,Routine account/iCloud question appears suitable for automated first-line support.
1768877,"@531811 Hey, let's get your iPad updated. Have you tried the update via iTunes on a computer? Here's how: https://t.co/80YRnjDFDk","@AppleSupport I just tried iTunes, it said 10.3.1 is current however in Settings on the iPad says 11.1.",@531811 What's the iTunes version currently installed? Let's make sure it's fully updated and try again.,software_update,no,Customer is troubleshooting an iPad software update/version mismatch through iTunes.,1,software_update,no,Customer is reporting a software update or version-related issue.,HUMAN_REVIEWED,high,software_update,0.3001557248070668,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
1849980,,"@115858, why have you made it so hard to get to a boarding pass from the lock screen #fail #iphone",@553862 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,settings_features,no,Customer is reporting an undesirable lock-screen feature/UX behavior for accessing a boarding pass.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",HUMAN_REVIEWED,medium,settings_features,0.18130872755840502,hardware_repair,settings_features,False,False,Issue appears suitable for automated first-line support.
1071318,@372807 We want you to be able to use your iPhone. What specific issues are you having with your device?,"@AppleSupport Glitches, random resets and more than half of my apps are not opening. We need to correct this ASAP",@372807 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,device_performance,yes,"Device is experiencing random resets and widespread app failures, indicating a severe system stability issue requiring human investigation.",3,device_performance,no,Customer is reporting device performance or stability problems.,HUMAN_REVIEWED,medium,apps_media,0.18217978016902697,apps_media,settings_features,True,True,Repeated restart/reset behavior indicates a potentially severe device stability problem.
1936283,,@AppleSupport My iPad and iPhone 6 continually freezes and restarts since upgrading to iOS 11. Anything I can do to fix this. Thank you!,@576066 We'd be glad to look into this with you as we want you to enjoy your devices. Send us a DM and we'll work from there: https://t.co/GDrqU22YpT,device_performance,yes,Repeated freezing and unexpected restarts across devices indicate a severe device stability issue requiring human investigation.,1,software_update,no,Customer is reporting a software update or version-related issue.,HUMAN_REVIEWED,medium,software_update,0.4596590802714801,software_update,settings_features,True,True,Repeated restart/reset behavior indicates a potentially severe device stability problem.
1122181,@266977 Your Amazon Music is no longer syncing to your iTunes? Let's take a look. Which iTunes version is installed? Using a Mac or PC?,@AppleSupport Newest versions on Airbook and iphone. Amazon used to autoshare to itunes,@266977 Did you update iTunes or your Amazon Music app before the syncing issue started? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT,apps_media,no,Customer is reporting an Amazon Music/iTunes syncing problem across MacBook and iPhone.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,apps_media,0.2727886662018176,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
1970525,,@AppleSupport  umm why can't I downgrade? https://t.co/6t8vbnKJ7v,@583715 We'll be happy to help you with your iCloud Storage Plan. See: https://t.co/lOfKGWRryo DM us here for more: https://t.co/GDrqU22YpT,account_icloud,no,"Customer is asking about downgrading their iCloud Storage Plan; this is an account/service-plan issue, but no high-risk account intervention is explicitly requested.",6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,other_unclear,0.4131810438395034,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
514779,,@AppleSupport my sim card keeps being “invalid” but it works for about 5 minutes each time i remove the tray so im sure its a software issue?? What should i do! When support tried to call me my sim card got invalid and it ended the call! HELP! THIS IS ANNOYING!!!!,"@238538 We know how important it is for your sim card to work, and want to help in any way we can. Check out the steps here and let us know if they help: https://t.co/UTP2qBi1Is",connectivity_network,yes,"The SIM repeatedly becomes invalid and interrupts support calls, indicating a persistent cellular connectivity issue requiring human troubleshooting.",5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,HUMAN_REVIEWED,medium,connectivity_network,0.25648386923712535,connectivity_network,settings_features,True,False,Issue appears suitable for automated first-line support.
693952,,"Hey @115858 @AppleSupport can you let me know why, when listening to music, I get this and not the song playing. It’s infuriating and means listening to music is actually hard work. https://t.co/oF1IoLmyjk",@285467 We want you to have an enjoyable experience while listening to music. Tell us which software version is currently running on your phone. We'll take it from there: https://t.co/GDrqU22YpT,apps_media,no,Customer is reporting a music playback problem; it can be handled through normal troubleshooting without human escalation.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,apps_media,0.3782292009900801,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2852349,,"Could a iPhone works worst? I cannot even call!!! With a 7!

@AppleSupport https://t.co/u7X2gRuBJU",@793032 We'd like to help. Let us know which version of iOS you're running via DM to get started. https://t.co/GDrqU22YpT,messaging_calls,yes,"Customer cannot make calls on their iPhone, indicating a significant communication failure that may require human troubleshooting.",5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,HUMAN_REVIEWED,medium,messaging_calls,0.4705552159898346,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
1743566,,Sooo @AppleSupport when do you plan on fixing this I️ situation?,@358289 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,settings_features,no,Customer is reporting a software feature/behavior issue with an existing workaround; no high-risk intervention is required.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,other_unclear,0.20257596959420154,apps_media,settings_features,False,True,The customer's issue is unclear enough that automated handling may be unreliable.
1766715,@531279 Which software version are you using? Are you restarting the device in between downloading apps? Feel free to DM us. https://t.co/GDrqU22YpT,@AppleSupport I have 30 pending updates.,@531279 Please DM us so that we can look into this further. https://t.co/GDrqU22YpT,software_update,no,Customer has many pending app updates and is seeking help with updating apps; this is a routine software update issue without a high-risk intervention,1,software_update,no,Customer is reporting a software update or version-related issue.,HUMAN_REVIEWED,high,apps_media,0.21230511044819078,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
1482396,@AppleSupport Thanks!,@464205 @AppleSupport Did you get it solved? Hasn’t worked for me for two months!,"@464206 We can help. We've got a team here that Apple that can assist with your Apple TV. Click here to reach us, and we'll look into this. https://t.co/GDrqU22YpT",apps_media,yes,Persistent Apple TV issue for two months requiring further investigation by Apple support; human assistance is appropriate.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,other_unclear,0.24887180348952362,apps_media,settings_features,True,True,The customer's issue is unclear enough that automated handling may be unreliable.
2288616,@664899 We'd like to find a solution. Which iOS version are you on?,@AppleSupport I’m on iOS 11.2 dev beta 2,@664899 We'd like to guide you in the right direction. DM us what country or region you're located in. https://t.co/GDrqU22YpT,software_update,no,Customer is discussing their iOS version and is currently using a developer beta; no high-risk intervention is explicitly required,1,software_update,no,Customer is reporting a software update or version-related issue.,HUMAN_REVIEWED,high,software_update,0.6292115652506554,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
2549068,@724285 Thanks for reaching out. Are you able to unlock your device without issue?,"@AppleSupport no, I didn’t have a passcode set, I can’t unlock it","@724285 Meet up with us in DM, and give us as many details as you can in relation to what caused this to start. https://t.co/GDrqU22YpT",settings_features,yes,Customer cannot unlock the device despite having no passcode set; this is a device-access issue requiring human troubleshooting.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,settings_features,0.24659831606666732,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
1197467,,@AppleSupport es normal que desde la última actualización la duración de la batería se haya reducido tanto? Gracias,@401356 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,battery_power,no,Battery life reduced after a software update; normal first-line support.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",HUMAN_REVIEWED,medium,other_unclear,0.3689756534137819,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2054390,,@AppleSupport why is ios 11 so battery drainig,"@341535 Hey, we can work together to make sure the battery life is as expected. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",battery_power,no,Battery drain after iOS update.,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",PROPOSED,high,battery_power,0.8832506759337099,battery_power,settings_features,False,False,Issue appears suitable for automated first-line support.
2500962,"@713450 Great information. Are you able to use your camera with any other apps, such as SnapChat, Facebook, or Instagram?","@AppleSupport No I cant, when i used the camera in whats app or instagram isnt available and my iphone turn off or the imagen is in color black","@713450 Thank you for verifying that it’s not working in other apps. Please follow these steps to restart your iPhone: https://t.co/OWRDHWSt4h
Once restarted, test out the apps again, and DM us the results. https://t.co/GDrqU22YpT",apps_media,yes,Camera/third-party app failure with device shutdown.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,apps_media,0.23928186746427743,apps_media,settings_features,True,False,Issue appears suitable for automated first-line support.
243258,,Hey @AppleSupport how does one unlock a phone that has frozen? I have a @188 status update stuck the top of the screen so can't restart,@173760 We'd like to help out. Have you checked the steps here? https://t.co/8MvHMFZ83h,device_performance,yes,Frozen phone prevents normal use/restart.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,medium,device_performance,0.2291685172093016,software_update,settings_features,True,False,Issue appears suitable for automated first-line support.
2056285,,@AppleSupport Thanks for iOS 11.0.1 but when is 11.0.2 because you fixed NOTHING.,@150154 iOS Hi! 11.0.2 is now available. You can update using these steps: https://t.co/80YRnjVguS DM us if you run into any issues. https://t.co/GDrqU2kzhr,software_update,no,Question/complaint about next iOS update.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,medium,software_update,0.5144857435950546,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
2114793,"@623494 We'd love to look into this with you!  To start, what iOS version are you currently on?  Are you receiving any errors?",@AppleSupport No errors. Just slow to connect. Version 11.0.1. I'm not upgrading to 11.1 because of known issues with that upgrade. I'm typing this on my pixel because again the X won't connect. It'll resolve itself in 5-10 mins but I didn't spend $1150 to wait when other devices connect fine.,"@623494 So that we can look into this further, feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT",connectivity_network,no,iPhone connection problem; no severe failure.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,connectivity_network,0.5526183834621627,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
2852262,,"After a full day of essay writing, I go to turn my Mac back on for a bit of tech placement research and it crashes... It's been doing the twirly colour-wheel (of doom) stuck on the login screen for the past fifteen minutes... 😬🙈🤞🏻@115858 @AppleSupport","@793013 We'd like to help you get your Mac working properly. Have you tried force restarting your Mac? To do this, force it to power off by holding the power button in and then press that button again to turn it back on.",device_performance,yes,Mac crashes and is stuck at login.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,medium,device_performance,0.20816872788525853,account_icloud,settings_features,True,False,Issue appears suitable for automated first-line support.
1014359,@360018 We are here to help. What happens when they try?,"@AppleSupport The FaceTime icon doesn’t show up at all, no option given",@360018 Is this with all users or just a certain one?,messaging_calls,no,FaceTime feature unavailable.,5,messaging_calls,no,Customer is reporting a calling or messaging-related issue.,PROPOSED,medium,messaging_calls,0.2678451727632239,messaging_calls,settings_features,False,False,Issue appears suitable for automated first-line support.
4901,,Please fix the battery issues in Ios 11! @AppleSupport @115858,@116860 We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,battery_power,no,Battery issue after iOS 11.,2,battery_power,no,"Customer is reporting a battery, charging, or power-related issue.",PROPOSED,high,battery_power,0.9018086520135732,battery_power,settings_features,False,False,Issue appears suitable for automated first-line support.
1647333,,@115858 someone PLZ EXPLAIN WHY MY LETTER I KEEPS TURNING OUT LIKE A WEIRD BOX WHEN I️ TYPE IT AND NOT THE LETTER “i” SUPER ANNOYING.,@503291 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,settings_features,no,Keyboard character rendering issue.,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,PROPOSED,medium,other_unclear,0.42906975222689087,other_unclear,settings_features,False,False,Issue appears suitable for automated first-line support.
1083359,,@115858 iOS11 ruined my iPhone’s performance. Worst update ever.,@375549 We're here for you. Let us know what's going on with your iPhone and we'll do everything we can to help. https://t.co/GDrqU22YpT,device_performance,no,Update caused performance degradation.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,software_update,0.42058700913673647,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
1575440,,@AppleSupport y’all seriously need to get it together with these boxes. It’s highly annoying,"@485468 Thanks for reaching out. This article has more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9",settings_features,no,Keyboard character rendering issue.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,other_unclear,0.32048421887723183,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
2153456,,So like... is @115858 ever going to fix the whole question mark symbol thing or what?,@632748 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,settings_features,no,Keyboard character rendering issue.,12,other_unclear,no,The customer's primary support intent cannot be determined confidently from the available context.,PROPOSED,medium,other_unclear,0.6430685300075212,other_unclear,settings_features,False,False,Issue appears suitable for automated first-line support.
2641039,,"@AppleSupport My MBP keyboard has bad keys again 5 days after repair. I've loved every Mac I've ever had but I'm done with this one. I want a promise that you're working on a hardware fix to this known issue, or my money back.",@745316 This is definitely not what we expect after a hardware repair. We'd like to investigate things further. Please meet us in DM. https://t.co/GDrqU22YpT,hardware_repair,yes,Recurring MacBook keyboard hardware problem after repair.,8,hardware_repair,yes,"Customer is reporting a hardware, repair, replacement, or warranty issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,high,hardware_repair,0.24375315261439412,hardware_repair,settings_features,True,True,"Hardware/service issue may require physical inspection, repair, replacement, or warranty intervention."
1721773,,Hey @115858  updated my phone now battery’s absolutely gash!! Wft sort it aht having to charge the fucker at work! It’s an iPhone 7 👊🏻,"@521017 Hey, we can work together on the battery life. DM us the exact iOS version and we'll take a look. https://t.co/GDrqU22YpT",battery_power,no,Battery drain after update.,9,payments_billing,yes,"Customer is reporting a payment, billing, subscription, charge, or refund issue. Human intervention is appropriate because the issue may require service, account-level action, financial action, or deeper troubleshooting.",PROPOSED,high,payments_billing,0.7248845488215754,battery_power,settings_features,False,False,Routine billing/payment question appears suitable for automated first-line support.
1340821,"Fun. DMG giving me a No Mountable File System error, with a multitude of unresolved OSX issues dating back to at least 2008...","Well this ain't good - looks like I'll be having this problem with all DMGs, and not just this particular file? @AppleSupport 😦",@432734 We want to help. Meet us in DM and we can discuss it. https://t.co/GDrqU22YpT,apps_media,no,DMG/file opening problem on Mac.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,other_unclear,0.13549082856995548,apps_media,settings_features,False,True,The customer's issue is unclear enough that automated handling may be unreliable.
885751,,Depuis ios11 le Wi-fi et le Bluetooth du centre de contrôle ne servent plus à rien! Ne se désactivent pas et s’activent tous seuls @115858,@330318 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,connectivity_network,no,Wi-Fi/Bluetooth behavior problem.,4,connectivity_network,no,"Customer is reporting a connectivity, cellular, Wi-Fi, Bluetooth, or SIM-related issue.",PROPOSED,medium,connectivity_network,0.7546785671436915,connectivity_network,settings_features,False,False,Issue appears suitable for automated first-line support.
2553975,,Thank you @115858 for turning my laptop and phone into cripples with latest OS updates...,@725332 We'd like to see how we can help with what you're facing. Send us a DM detailing what's going on and we'll work from there: https://t.co/GDrqU22YpT,device_performance,no,OS update causing device performance problems.,1,software_update,no,Customer is reporting a software update or version-related issue.,PROPOSED,high,software_update,0.24149272447078698,software_update,settings_features,False,False,Issue appears suitable for automated first-line support.
288491,,"Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport",@184724 Of course you can. What do you mean by Apple's workflow not working as expected exactly?,apps_media,no,Apple Watch Workflow functionality issue.,6,apps_media,no,"Customer is reporting an app, media, camera, music, or Apple TV-related issue.",PROPOSED,medium,apps_media,0.4520081268228846,apps_media,settings_features,False,False,Issue appears suitable for automated first-line support.
