customer_tweet_id,customer_message,previous_context,human_label_status,expected_intent,predicted_intent,intent_confidence,expected_escalation,predicted_escalation,escalation_reason,generated_reply,retrieved_case_count,grounding_score,historical_reply_similarity,reply_has_dm_request,reply_asks_device,reply_asks_os,reply_contains_troubleshooting,reply_has_unsupported_promise,reply_length_score
1449294,2 Apple techs independently agreed my Apple Watch repair should be under warranty but @AppleSupport still won’t fix it  🤔,,HUMAN_REVIEWED,hardware_repair,hardware_repair,0.5776633014229775,yes,True,"Hardware/service issue may require physical inspection, repair, replacement, or warranty intervention.",Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.2691,0.09098707604203204,True,False,False,True,False,1.0
1770323,"with my 280 characters i’d like to get on apples ass about why all my fucking i’s in normal sentences look like this : i️ ,, please explain to me why y’all haven’t fixed this shit already. i’m an angry gal apple. i’m gonna switch to a heckin android if you don’t step UP. @115858",,HUMAN_REVIEWED,settings_features,apps_media,0.21314928434268066,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a few more details about what you're seeing so we can investigate.,3,0.2249,0.0947199449995462,False,False,True,True,False,1.0
2077269,"OMFG @115858 #icloud is terrible 😡 not only does it not work, but when it does you have to upload to it then wait for it to download then 1/2",,HUMAN_REVIEWED,account_icloud,account_icloud,0.27046567475964256,no,False,Routine account/iCloud question appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3692,0.24496143776815618,True,False,False,True,False,1.0
1768877,"@AppleSupport I just tried iTunes, it said 10.3.1 is current however in Settings on the iPad says 11.1.","@531811 Hey, let's get your iPad updated. Have you tried the update via iTunes on a computer? Here's how: https://t.co/80YRnjDFDk",HUMAN_REVIEWED,software_update,software_update,0.3001557248070668,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.4144,0.31445095554252667,True,False,False,True,False,1.0
1849980,"@115858, why have you made it so hard to get to a boarding pass from the lock screen #fail #iphone",,HUMAN_REVIEWED,settings_features,settings_features,0.18130872755840502,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.327,0.17992433815208128,True,False,False,True,False,1.0
1071318,"@AppleSupport Glitches, random resets and more than half of my apps are not opening. We need to correct this ASAP",@372807 We want you to be able to use your iPhone. What specific issues are you having with your device?,HUMAN_REVIEWED,device_performance,apps_media,0.18217978016902697,yes,True,Repeated restart/reset behavior indicates a potentially severe device stability problem.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.2796,0.1070169089682545,True,False,False,True,False,1.0
1936283,@AppleSupport My iPad and iPhone 6 continually freezes and restarts since upgrading to iOS 11. Anything I can do to fix this. Thank you!,,HUMAN_REVIEWED,device_performance,software_update,0.4596590802714801,yes,True,Repeated restart/reset behavior indicates a potentially severe device stability problem.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,3,0.4411,0.2477986965866283,True,True,False,True,False,1.0
1122181,@AppleSupport Newest versions on Airbook and iphone. Amazon used to autoshare to itunes,@266977 Your Amazon Music is no longer syncing to your iTunes? Let's take a look. Which iTunes version is installed? Using a Mac or PC?,HUMAN_REVIEWED,apps_media,apps_media,0.2727886662018176,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3065,0.14849167975030989,True,False,False,True,False,1.0
1970525,@AppleSupport  umm why can't I downgrade? https://t.co/6t8vbnKJ7v,,HUMAN_REVIEWED,account_icloud,other_unclear,0.4131810438395034,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.3833,0.15889400543339763,True,False,True,True,False,1.0
514779,@AppleSupport my sim card keeps being “invalid” but it works for about 5 minutes each time i remove the tray so im sure its a software issue?? What should i do! When support tried to call me my sim card got invalid and it ended the call! HELP! THIS IS ANNOYING!!!!,,HUMAN_REVIEWED,connectivity_network,connectivity_network,0.25648386923712535,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3259,0.17823804781454203,True,False,False,True,False,1.0
693952,"Hey @115858 @AppleSupport can you let me know why, when listening to music, I get this and not the song playing. It’s infuriating and means listening to music is actually hard work. https://t.co/oF1IoLmyjk",,HUMAN_REVIEWED,apps_media,apps_media,0.3782292009900801,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.4037,0.19037241050836048,True,False,True,True,False,1.0
2852349,"Could a iPhone works worst? I cannot even call!!! With a 7!

@AppleSupport https://t.co/u7X2gRuBJU",,HUMAN_REVIEWED,messaging_calls,messaging_calls,0.4705552159898346,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3726,0.25012375303866147,True,False,False,True,False,1.0
1743566,Sooo @AppleSupport when do you plan on fixing this I️ situation?,,HUMAN_REVIEWED,settings_features,other_unclear,0.20257596959420154,no,True,The customer's issue is unclear enough that automated handling may be unreliable.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,3,0.3539,0.11364472440573391,True,True,False,True,False,1.0
1766715,@AppleSupport I have 30 pending updates.,@531279 Which software version are you using? Are you restarting the device in between downloading apps? Feel free to DM us. https://t.co/GDrqU22YpT,HUMAN_REVIEWED,software_update,apps_media,0.21230511044819078,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3211,0.17099652298400586,True,False,False,True,False,1.0
1482396,@464205 @AppleSupport Did you get it solved? Hasn’t worked for me for two months!,@AppleSupport Thanks!,HUMAN_REVIEWED,apps_media,other_unclear,0.24887180348952362,yes,True,The customer's issue is unclear enough that automated handling may be unreliable.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.339,0.1984315843503587,True,False,False,True,False,1.0
2288616,@AppleSupport I’m on iOS 11.2 dev beta 2,@664899 We'd like to find a solution. Which iOS version are you on?,HUMAN_REVIEWED,software_update,software_update,0.6292115652506554,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3132,0.1587666996288564,True,False,False,True,False,1.0
2549068,"@AppleSupport no, I didn’t have a passcode set, I can’t unlock it",@724285 Thanks for reaching out. Are you able to unlock your device without issue?,HUMAN_REVIEWED,settings_features,settings_features,0.24659831606666732,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.2848,0.11502467875273423,True,False,False,True,False,1.0
1197467,@AppleSupport es normal que desde la última actualización la duración de la batería se haya reducido tanto? Gracias,,HUMAN_REVIEWED,battery_power,other_unclear,0.3689756534137819,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,3,0.1193,0.03996133188207229,False,False,False,True,False,1.0
2054390,@AppleSupport why is ios 11 so battery drainig,,PROPOSED,battery_power,battery_power,0.8832506759337099,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us your device model? Please send us a DM with those details so we can take a closer look.,3,0.3526,0.11171547087362219,True,True,False,True,False,1.0
2500962,"@AppleSupport No I cant, when i used the camera in whats app or instagram isnt available and my iphone turn off or the imagen is in color black","@713450 Great information. Are you able to use your camera with any other apps, such as SnapChat, Facebook, or Instagram?",PROPOSED,apps_media,apps_media,0.23928186746427743,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.3537,0.11336516932369904,True,False,True,True,False,1.0
243258,Hey @AppleSupport how does one unlock a phone that has frozen? I have a @188 status update stuck the top of the screen so can't restart,,PROPOSED,device_performance,device_performance,0.2291685172093016,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.3514,0.10981561336857668,True,False,True,True,False,1.0
2056285,@AppleSupport Thanks for iOS 11.0.1 but when is 11.0.2 because you fixed NOTHING.,,PROPOSED,software_update,software_update,0.5144857435950546,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.4285,0.33621550242224224,True,False,False,True,False,1.0
2114793,@AppleSupport No errors. Just slow to connect. Version 11.0.1. I'm not upgrading to 11.1 because of known issues with that upgrade. I'm typing this on my pixel because again the X won't connect. It'll resolve itself in 5-10 mins but I didn't spend $1150 to wait when other devices connect fine.,"@623494 We'd love to look into this with you!  To start, what iOS version are you currently on?  Are you receiving any errors?",PROPOSED,connectivity_network,connectivity_network,0.5526183834621627,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3035,0.14378491887350428,True,False,False,True,False,1.0
2852262,"After a full day of essay writing, I go to turn my Mac back on for a bit of tech placement research and it crashes... It's been doing the twirly colour-wheel (of doom) stuck on the login screen for the past fifteen minutes... 😬🙈🤞🏻@115858 @AppleSupport",,PROPOSED,device_performance,device_performance,0.20816872788525853,yes,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.3679,0.13518349065606813,True,False,True,True,False,1.0
1014359,"@AppleSupport The FaceTime icon doesn’t show up at all, no option given",@360018 We are here to help. What happens when they try?,PROPOSED,messaging_calls,messaging_calls,0.2678451727632239,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.2965,0.13314108607611688,True,False,False,True,False,1.0
4901,Please fix the battery issues in Ios 11! @AppleSupport @115858,,PROPOSED,battery_power,battery_power,0.9018086520135732,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3479,0.21219953051998347,True,False,False,True,False,1.0
1647333,@115858 someone PLZ EXPLAIN WHY MY LETTER I KEEPS TURNING OUT LIKE A WEIRD BOX WHEN I️ TYPE IT AND NOT THE LETTER “i” SUPER ANNOYING.,,PROPOSED,settings_features,other_unclear,0.42906975222689087,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3466,0.2101882851640778,True,False,False,True,False,1.0
1083359,@115858 iOS11 ruined my iPhone’s performance. Worst update ever.,,PROPOSED,device_performance,software_update,0.42058700913673647,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3737,0.25180986409339373,True,False,False,True,False,1.0
1575440,@AppleSupport y’all seriously need to get it together with these boxes. It’s highly annoying,,PROPOSED,settings_features,other_unclear,0.32048421887723183,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.4201,0.21546729432424794,True,False,True,True,False,1.0
2153456,So like... is @115858 ever going to fix the whole question mark symbol thing or what?,,PROPOSED,settings_features,other_unclear,0.6430685300075212,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3444,0.2067847909111392,True,False,False,True,False,1.0
2641039,"@AppleSupport My MBP keyboard has bad keys again 5 days after repair. I've loved every Mac I've ever had but I'm done with this one. I want a promise that you're working on a hardware fix to this known issue, or my money back.",,PROPOSED,hardware_repair,hardware_repair,0.24375315261439412,yes,True,"Hardware/service issue may require physical inspection, repair, replacement, or warranty intervention.",Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3282,0.18176995937138057,True,False,False,True,False,1.0
1721773,Hey @115858  updated my phone now battery’s absolutely gash!! Wft sort it aht having to charge the fucker at work! It’s an iPhone 7 👊🏻,,PROPOSED,battery_power,payments_billing,0.7248845488215754,no,False,Routine billing/payment question appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,3,0.0822,0.12645730746357678,False,False,False,False,False,1.0
1340821,"Well this ain't good - looks like I'll be having this problem with all DMGs, and not just this particular file? @AppleSupport 😦","Fun. DMG giving me a No Mountable File System error, with a multitude of unresolved OSX issues dating back to at least 2008...",PROPOSED,apps_media,other_unclear,0.13549082856995548,no,True,The customer's issue is unclear enough that automated handling may be unreliable.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3057,0.14729376647649167,True,False,False,True,False,1.0
885751,Depuis ios11 le Wi-fi et le Bluetooth du centre de contrôle ne servent plus à rien! Ne se désactivent pas et s’activent tous seuls @115858,,PROPOSED,connectivity_network,connectivity_network,0.7546785671436915,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,3,0.1293,0.055373799652750945,False,False,False,True,False,1.0
2553975,Thank you @115858 for turning my laptop and phone into cripples with latest OS updates...,,PROPOSED,device_performance,software_update,0.24149272447078698,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Could you send us the OS version you're using? Please send us a DM with those details so we can take a closer look.,3,0.4386,0.24400013744541188,True,False,True,True,False,1.0
288491,"Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport",,PROPOSED,apps_media,apps_media,0.4520081268228846,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3366,0.19473670568661253,True,False,False,True,False,1.0
32379,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc",,PROPOSED,account_icloud,account_icloud,0.7870054440753891,no,False,Routine account/iCloud question appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.2807,0.10881295223875424,True,False,False,True,False,1.0
1782739,"@AppleSupport I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",,PROPOSED,apps_media,apps_media,0.1228360019700256,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a few more details about what you're seeing so we can investigate.,3,0.179,0.1318025045662077,False,False,False,True,False,1.0
2751103,@115858  y’all need to fix that glitch on the damn update “I️” ...pissing me off,,PROPOSED,settings_features,other_unclear,0.26020192080017523,no,True,The customer's issue is unclear enough that automated handling may be unreliable.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3282,0.18176995937138057,True,False,False,True,False,1.0
1675390,"@509717 @AppleSupport ME TOO I️ WANT TO THROW MY PHONE ACROSS THE ROOM. Try to turn your auto correct off, that’s seemed to help me!!",I did all of these stupid keyboard shortcuts and I’m still seeing that damn question mark shit. @AppleSupport can y’all fix this already?!,PROPOSED,settings_features,settings_features,0.5769913092561263,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. Please send us a DM with those details so we can take a closer look.,3,0.3227,0.17331737396368493,True,False,False,True,False,1.0
1458084,"When r @AppleSupport going to fix the bug in IOS keyboard to  show , and . Instead of ! and ? in lower case?",,PROPOSED,settings_features,settings_features,0.2806121914352083,no,False,Issue appears suitable for automated first-line support.,Thanks for reaching out. We'd like to help you get this sorted. We can also walk through some troubleshooting steps with you.,3,0.0381,0.058675470608379014,False,False,False,False,False,1.0
